PDF,Model,Watt(W),DC Voltage(V),Additional Option(Type),Method
HVG-320-SPEC.pdf,HVG-320-30,321,30,A|B|AB|DX|D2,x-position
HVG-320-SPEC.pdf,HVG-320-36,321.6,48,A|B|AB|DX|D2,x-position
HVG-320-SPEC.pdf,HVG-320-42,324,54,A|B|AB|DX|D2,x-position
HVG-480-SPEC.pdf,HVG-480-24,480,24,A|B|AB|DX,x-position
HVG-480-SPEC.pdf,HVG-480-30,480,30,A|B|AB|DX,x-position
HVG-480-SPEC.pdf,HVG-480-36,480,48,A|B|AB|DX,x-position
HVG-480-SPEC.pdf,HVG-480-42,480.6,54,A|B|AB|DX,x-position
HVG-65-SPEC.pdf,HVG-65-12,60,12,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-15,64.5,15,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-20,65,20,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-24,65,24,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-30,65.1,30,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-36,65.3,48,A|B|AB|D,x-position
HVG-65-SPEC.pdf,HVG-65-42,65.3,54,A|B|AB|D,x-position
HVGC-1000-spec.pdf,HVGC-1000A-H-,1008,190,AB|D2|DX|DA,ordered
HVGC-1000-spec.pdf,HVGC-1000A-L-,1003.2,400,AB|D2|DX|DA,ordered
HVGC-1000-spec.pdf,HVGC-1000A-M-,1008,250,AB|D2|DX|DA,ordered
HVGC-150-SPEC.pdf,HVGC-150-1050,150.15,124,A|B|AB|D,ordered
HVGC-150-SPEC.pdf,HVGC-150-1400,149.8,,A|B|AB|D,ordered
HVGC-150-SPEC.pdf,HVGC-150-350,149.8,346,A|B|AB|D,ordered
HVGC-150-SPEC.pdf,HVGC-150-500,150,247,A|B|AB|D,ordered
HVGC-150-SPEC.pdf,HVGC-150-700,150.5,165,A|B|AB|D,ordered
HVGC-240-SPEC.pdf,HVGC-240-1050,240,235,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-1400,240,176,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-1750,240,141,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-2100,240,117,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-2800,240,88,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-3500,240.1,71,A|B|AB|DX|D2,ordered
HVGC-240-SPEC.pdf,HVGC-240-700,240,354,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-1050,320,311,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-1400,320,234,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-1750,320,187,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-2100,320,156,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-2800,320,118,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-3500,320,94,A|B|AB|DX|D2,ordered
HVGC-320-SPEC.pdf,HVGC-320-700,300,442,A|B|AB|DX|D2,ordered
HVGC-480-spec.pdf,HVGC-480-H-,480,180,AB|Blank|D2|DX|ADA,ordered
HVGC-480-spec.pdf,HVGC-480-L-,480,350,AB|Blank|D2|DX|ADA,ordered
HVGC-480-spec.pdf,HVGC-480-M-,480,240,AB|Blank|D2|DX|ADA,ordered
HVGC-65-SPEC.pdf,HVGC-65-1050,65.1,,A|B|AB|D,ordered
HVGC-65-SPEC.pdf,HVGC-65-350,65.1,150,A|B|AB|D,ordered
HVGC-65-SPEC.pdf,HVGC-65-500,65,107,A|B|AB|D,ordered
HVGC-65-SPEC.pdf,HVGC-65-700,65.1,72,A|B|AB|D,ordered
HVGC-650-spec.pdf,HVGC-650-L,650,260,AB|D2|DX|DA,single-power-for-all
HVGC-650-spec.pdf,HVGC-650-M,650,260,AB|D2|DX|DA,single-power-for-all
ICL-16L-spec.pdf,ICL-16L,1.5,,,single-power-for-all
ICL-16R-spec.pdf,ICL-16L,1.5,,,single-power-for-all
ICL-16L-spec (2).pdf,ICL-16L-SPEC (2),2,,,ordered
ICL-16L-spec.pdf,ICL-16R,1.5,,,single-power-for-all
ICL-16R-spec.pdf,ICL-16R,1.5,,,single-power-for-all
ICL-28L-spec.pdf,ICL-28L,2,,,single-power-for-all
ICL-28R-spec.pdf,ICL-28L,2,,,single-power-for-all
ICL-28L-spec.pdf,ICL-28R,2,,,single-power-for-all
ICL-28R-spec.pdf,ICL-28R,2,,,single-power-for-all
IOB-05-spec.pdf,IOB-05-03,3.3,3.3,,ordered
IOB-05-spec.pdf,IOB-05-05,5,5,,ordered
IOB-05-spec.pdf,IOB-05-09,5.04,9,,ordered
IOB-05-spec.pdf,IOB-05-12,5.04,12,,ordered
IOB-05-spec.pdf,IOB-05-15,5.1,15,,ordered
IOB-05-spec.pdf,IOB-05-24,5.04,24,,ordered
IOB-15-spec.pdf,IOB-15-03,9.9,3.3,,ordered
IOB-15-spec.pdf,IOB-15-05,14,5,,ordered
IOB-15-spec.pdf,IOB-15-09,15,9,,ordered
IOB-15-spec.pdf,IOB-15-12,15,12,,ordered
IOB-15-spec.pdf,IOB-15-15,15,15,,ordered
IOB-15-spec.pdf,IOB-15-24,15,24,,ordered
IRM-01-SPEC.PDF,IRM-01-12,1,12,,ordered
IRM-01-SPEC.PDF,IRM-01-15,1,15,,ordered
IRM-01-SPEC.PDF,IRM-01-24,1,24,,ordered
IRM-01-SPEC.PDF,IRM-01-3.3,1,3.3,,ordered
IRM-01-SPEC.PDF,IRM-01-5,1,5,,ordered
IRM-01-SPEC.PDF,IRM-01-9,1,9,,ordered
IRM-02-SPEC.PDF,IRM-02-12,2,12,,ordered
IRM-02-SPEC.PDF,IRM-02-15,2,15,,ordered
IRM-02-SPEC.PDF,IRM-02-24,2,24,,ordered
IRM-02-SPEC.PDF,IRM-02-3.3,2,3.3,,ordered
IRM-02-SPEC.PDF,IRM-02-5,2,5,,ordered
IRM-02-SPEC.PDF,IRM-02-9,2,9,,ordered
IRM-03-SPEC.PDF,IRM-03-12,3,12,,ordered
IRM-03-SPEC.PDF,IRM-03-15,3,15,,ordered
IRM-03-SPEC.PDF,IRM-03-24,3,24,,ordered
IRM-03-SPEC.PDF,IRM-03-3.3,3,3.3,,ordered
IRM-03-SPEC.PDF,IRM-03-5,3,5,,ordered
IRM-03-SPEC.PDF,IRM-03-9,3,9,,ordered
IRM-05-SPEC.PDF,IRM-05-12,5.04,12,,ordered
IRM-05-SPEC.PDF,IRM-05-15,4.95,15,,ordered
IRM-05-SPEC.PDF,IRM-05-24,5.52,24,,ordered
IRM-05-SPEC.PDF,IRM-05-3.3,4.125,3.3,,ordered
IRM-05-SPEC.PDF,IRM-05-5,5,5,,ordered
IRM-10-SPEC.PDF,IRM-10-12,10.2,12,,ordered
IRM-10-SPEC.PDF,IRM-10-15,10.05,15,,ordered
IRM-10-SPEC.PDF,IRM-10-24,10.08,24,,ordered
IRM-10-SPEC.PDF,IRM-10-3.3,8.25,3.3,,ordered
IRM-10-SPEC.PDF,IRM-10-5,10,5,,ordered
IRM-15-SPEC.PDF,IRM-15-12,15,12,,ordered
IRM-15-SPEC.PDF,IRM-15-15,15,15,,ordered
IRM-15-SPEC.PDF,IRM-15-24,15.12,24,,ordered
IRM-15-SPEC.PDF,IRM-15-3.3,11.55,3.3,,ordered
IRM-15-SPEC.PDF,IRM-15-5,15,5,,ordered
IRM-20-SPEC.PDF,IRM-20-12,21.6,12,,ordered
IRM-20-SPEC.PDF,IRM-20-15,21,15,,ordered
IRM-20-SPEC.PDF,IRM-20-24,21.6,24,,ordered
IRM-20-SPEC.PDF,IRM-20-3.3,14.85,3.3,,ordered
IRM-20-SPEC.PDF,IRM-20-5,20,5,,ordered
IRM-30-SPEC.PDF,IRM-30-12,30,12,,ordered
IRM-30-SPEC.PDF,IRM-30-15,30,15,,ordered
IRM-30-SPEC.PDF,IRM-30-24,31.2,24,,ordered
